doc_id,section,market,filer_name,cat,gold,auto,labels
S100X5M8,方針,スタンダード,ミクロン精密株式会社,会計数字,1,1,"ROA,ROE,営業利益,営業利益率,売上高,当期純利益,当期純利益率,経常利益,経常利益率"
S100X5M8,方針,スタンダード,ミクロン精密株式会社,財務比率,1,1,"ROA,ROE,営業利益,営業利益率,売上高,当期純利益,当期純利益率,経常利益,経常利益率"
S100X5M8,方針,スタンダード,ミクロン精密株式会社,非財務指標,0,0,"ROA,ROE,営業利益,営業利益率,売上高,当期純利益,当期純利益率,経常利益,経常利益率"
S100X5M8,方針,スタンダード,ミクロン精密株式会社,株価関連指標,0,0,"ROA,ROE,営業利益,営業利益率,売上高,当期純利益,当期純利益率,経常利益,経常利益率"
S100Y0TV,報酬,スタンダード,丸善ＣＨＩホールディングス株式会社,会計数字,0,0,
S100Y0TV,報酬,スタンダード,丸善ＣＨＩホールディングス株式会社,財務比率,0,0,
S100Y0TV,報酬,スタンダード,丸善ＣＨＩホールディングス株式会社,非財務指標,0,0,
S100Y0TV,報酬,スタンダード,丸善ＣＨＩホールディングス株式会社,株価関連指標,0,0,
S100Y0TV,方針,スタンダード,丸善ＣＨＩホールディングス株式会社,会計数字,1,1,"PBR,ROE,サステナビリティ,営業利益,売上高,当期純利益"
S100Y0TV,方針,スタンダード,丸善ＣＨＩホールディングス株式会社,財務比率,1,1,"PBR,ROE,サステナビリティ,営業利益,売上高,当期純利益"
S100Y0TV,方針,スタンダード,丸善ＣＨＩホールディングス株式会社,非財務指標,0,1,"PBR,ROE,サステナビリティ,営業利益,売上高,当期純利益"
S100Y0TV,方針,スタンダード,丸善ＣＨＩホールディングス株式会社,株価関連指標,1,1,"PBR,ROE,サステナビリティ,営業利益,売上高,当期純利益"
S100YD46,報酬,スタンダード,乾汽船株式会社,会計数字,0,0,
S100YD46,報酬,スタンダード,乾汽船株式会社,財務比率,0,0,
S100YD46,報酬,スタンダード,乾汽船株式会社,非財務指標,0,0,
S100YD46,報酬,スタンダード,乾汽船株式会社,株価関連指標,0,0,
S100YD46,方針,スタンダード,乾汽船株式会社,会計数字,0,0,"サステナビリティ,配当性向"
S100YD46,方針,スタンダード,乾汽船株式会社,財務比率,0,0,"サステナビリティ,配当性向"
S100YD46,方針,スタンダード,乾汽船株式会社,非財務指標,0,1,"サステナビリティ,配当性向"
S100YD46,方針,スタンダード,乾汽船株式会社,株価関連指標,1,1,"サステナビリティ,配当性向"
S100YGY5,報酬,スタンダード,京極運輸商事株式会社,会計数字,0,0,
S100YGY5,報酬,スタンダード,京極運輸商事株式会社,財務比率,0,0,
S100YGY5,報酬,スタンダード,京極運輸商事株式会社,非財務指標,0,0,
S100YGY5,報酬,スタンダード,京極運輸商事株式会社,株価関連指標,0,0,
S100YGY5,方針,スタンダード,京極運輸商事株式会社,会計数字,1,1,"ROE,キャッシュフロー,サステナビリティ,営業利益,売上高,脱炭素/温室効果ガス"
S100YGY5,方針,スタンダード,京極運輸商事株式会社,財務比率,1,1,"ROE,キャッシュフロー,サステナビリティ,営業利益,売上高,脱炭素/温室効果ガス"
S100YGY5,方針,スタンダード,京極運輸商事株式会社,非財務指標,1,1,"ROE,キャッシュフロー,サステナビリティ,営業利益,売上高,脱炭素/温室効果ガス"
S100YGY5,方針,スタンダード,京極運輸商事株式会社,株価関連指標,0,0,"ROE,キャッシュフロー,サステナビリティ,営業利益,売上高,脱炭素/温室効果ガス"
S100YEH1,報酬,スタンダード,全保連株式会社,会計数字,0,0,
S100YEH1,報酬,スタンダード,全保連株式会社,財務比率,0,0,
S100YEH1,報酬,スタンダード,全保連株式会社,非財務指標,0,0,
S100YEH1,報酬,スタンダード,全保連株式会社,株価関連指標,0,0,
S100YEH1,方針,スタンダード,全保連株式会社,会計数字,1,1,"PBR,PER,ROE,営業利益,売上高,時価総額"
S100YEH1,方針,スタンダード,全保連株式会社,財務比率,1,1,"PBR,PER,ROE,営業利益,売上高,時価総額"
S100YEH1,方針,スタンダード,全保連株式会社,非財務指標,1,0,"PBR,PER,ROE,営業利益,売上高,時価総額"
S100YEH1,方針,スタンダード,全保連株式会社,株価関連指標,1,1,"PBR,PER,ROE,営業利益,売上高,時価総額"
S100YNIS,報酬,スタンダード,北浜キャピタルパートナーズ株式会社,会計数字,0,0,
S100YNIS,報酬,スタンダード,北浜キャピタルパートナーズ株式会社,財務比率,0,0,
S100YNIS,報酬,スタンダード,北浜キャピタルパートナーズ株式会社,非財務指標,0,0,
S100YNIS,報酬,スタンダード,北浜キャピタルパートナーズ株式会社,株価関連指標,0,0,
S100YNIS,方針,スタンダード,北浜キャピタルパートナーズ株式会社,会計数字,0,0,
S100YNIS,方針,スタンダード,北浜キャピタルパートナーズ株式会社,財務比率,0,0,
S100YNIS,方針,スタンダード,北浜キャピタルパートナーズ株式会社,非財務指標,0,0,
S100YNIS,方針,スタンダード,北浜キャピタルパートナーズ株式会社,株価関連指標,0,0,
S100YL2D,報酬,スタンダード,大黒屋ホールディングス株式会社,会計数字,0,0,
S100YL2D,報酬,スタンダード,大黒屋ホールディングス株式会社,財務比率,0,0,
S100YL2D,報酬,スタンダード,大黒屋ホールディングス株式会社,非財務指標,0,0,
S100YL2D,報酬,スタンダード,大黒屋ホールディングス株式会社,株価関連指標,0,0,
S100YL2D,方針,スタンダード,大黒屋ホールディングス株式会社,会計数字,1,1,"営業利益,売上高,当期純利益,経常利益"
S100YL2D,方針,スタンダード,大黒屋ホールディングス株式会社,財務比率,0,0,"営業利益,売上高,当期純利益,経常利益"
S100YL2D,方針,スタンダード,大黒屋ホールディングス株式会社,非財務指標,0,0,"営業利益,売上高,当期純利益,経常利益"
S100YL2D,方針,スタンダード,大黒屋ホールディングス株式会社,株価関連指標,0,0,"営業利益,売上高,当期純利益,経常利益"
S100WKUS,報酬,スタンダード,小津産業株式会社,会計数字,0,0,
S100WKUS,報酬,スタンダード,小津産業株式会社,財務比率,0,0,
S100WKUS,報酬,スタンダード,小津産業株式会社,非財務指標,0,0,
S100WKUS,報酬,スタンダード,小津産業株式会社,株価関連指標,0,0,
S100WKUS,方針,スタンダード,小津産業株式会社,会計数字,1,1,"営業利益,売上高"
S100WKUS,方針,スタンダード,小津産業株式会社,財務比率,0,0,"営業利益,売上高"
S100WKUS,方針,スタンダード,小津産業株式会社,非財務指標,0,0,"営業利益,売上高"
S100WKUS,方針,スタンダード,小津産業株式会社,株価関連指標,0,0,"営業利益,売上高"
S100Y0MX,報酬,スタンダード,新都ホールディングス株式会社,会計数字,0,0,
S100Y0MX,報酬,スタンダード,新都ホールディングス株式会社,財務比率,0,0,
S100Y0MX,報酬,スタンダード,新都ホールディングス株式会社,非財務指標,0,0,
S100Y0MX,報酬,スタンダード,新都ホールディングス株式会社,株価関連指標,0,0,
S100Y0MX,方針,スタンダード,新都ホールディングス株式会社,会計数字,0,1,"ROA,利益率,売上高,自己資本比率"
S100Y0MX,方針,スタンダード,新都ホールディングス株式会社,財務比率,1,1,"ROA,利益率,売上高,自己資本比率"
S100Y0MX,方針,スタンダード,新都ホールディングス株式会社,非財務指標,0,0,"ROA,利益率,売上高,自己資本比率"
S100Y0MX,方針,スタンダード,新都ホールディングス株式会社,株価関連指標,0,0,"ROA,利益率,売上高,自己資本比率"
S100YIEA,報酬,スタンダード,日和産業株式会社,会計数字,0,0,
S100YIEA,報酬,スタンダード,日和産業株式会社,財務比率,0,0,
S100YIEA,報酬,スタンダード,日和産業株式会社,非財務指標,0,0,
S100YIEA,報酬,スタンダード,日和産業株式会社,株価関連指標,0,0,
S100YIEA,方針,スタンダード,日和産業株式会社,会計数字,0,0,
S100YIEA,方針,スタンダード,日和産業株式会社,財務比率,0,0,
S100YIEA,方針,スタンダード,日和産業株式会社,非財務指標,0,0,
S100YIEA,方針,スタンダード,日和産業株式会社,株価関連指標,0,0,
S100YJLW,報酬,スタンダード,日建工学株式会社,会計数字,0,0,
S100YJLW,報酬,スタンダード,日建工学株式会社,財務比率,0,0,
S100YJLW,報酬,スタンダード,日建工学株式会社,非財務指標,0,0,
S100YJLW,報酬,スタンダード,日建工学株式会社,株価関連指標,0,0,
S100YJLW,方針,スタンダード,日建工学株式会社,会計数字,0,0,利益率
S100YJLW,方針,スタンダード,日建工学株式会社,財務比率,1,1,利益率
S100YJLW,方針,スタンダード,日建工学株式会社,非財務指標,0,0,利益率
S100YJLW,方針,スタンダード,日建工学株式会社,株価関連指標,0,0,利益率
S100YNKG,報酬,スタンダード,日本ドライケミカル株式会社,会計数字,0,0,
S100YNKG,報酬,スタンダード,日本ドライケミカル株式会社,財務比率,0,0,
S100YNKG,報酬,スタンダード,日本ドライケミカル株式会社,非財務指標,0,0,
S100YNKG,報酬,スタンダード,日本ドライケミカル株式会社,株価関連指標,0,0,
S100YNKG,方針,スタンダード,日本ドライケミカル株式会社,会計数字,1,1,"EBITDA,ROE,事業利益"
S100YNKG,方針,スタンダード,日本ドライケミカル株式会社,財務比率,1,1,"EBITDA,ROE,事業利益"
S100YNKG,方針,スタンダード,日本ドライケミカル株式会社,非財務指標,0,0,"EBITDA,ROE,事業利益"
S100YNKG,方針,スタンダード,日本ドライケミカル株式会社,株価関連指標,0,0,"EBITDA,ROE,事業利益"
S100YNBV,報酬,スタンダード,日本ロジテム株式会社,会計数字,0,0,
S100YNBV,報酬,スタンダード,日本ロジテム株式会社,財務比率,0,0,
S100YNBV,報酬,スタンダード,日本ロジテム株式会社,非財務指標,0,0,
S100YNBV,報酬,スタンダード,日本ロジテム株式会社,株価関連指標,0,0,
S100YNBV,方針,スタンダード,日本ロジテム株式会社,会計数字,0,0,"ROE,サステナビリティ"
S100YNBV,方針,スタンダード,日本ロジテム株式会社,財務比率,1,1,"ROE,サステナビリティ"
S100YNBV,方針,スタンダード,日本ロジテム株式会社,非財務指標,0,1,"ROE,サステナビリティ"
S100YNBV,方針,スタンダード,日本ロジテム株式会社,株価関連指標,0,0,"ROE,サステナビリティ"
S100WC9Z,報酬,スタンダード,日東製網株式会社,会計数字,0,0,
S100WC9Z,報酬,スタンダード,日東製網株式会社,財務比率,0,0,
S100WC9Z,報酬,スタンダード,日東製網株式会社,非財務指標,0,0,
S100WC9Z,報酬,スタンダード,日東製網株式会社,株価関連指標,0,0,
S100WC9Z,方針,スタンダード,日東製網株式会社,会計数字,1,1,"売上高,経常利益率,自己資本比率,配当性向"
S100WC9Z,方針,スタンダード,日東製網株式会社,財務比率,1,1,"売上高,経常利益率,自己資本比率,配当性向"
S100WC9Z,方針,スタンダード,日東製網株式会社,非財務指標,0,0,"売上高,経常利益率,自己資本比率,配当性向"
S100WC9Z,方針,スタンダード,日東製網株式会社,株価関連指標,1,1,"売上高,経常利益率,自己資本比率,配当性向"
S100YJ53,報酬,スタンダード,明治機械株式会社,会計数字,0,0,
S100YJ53,報酬,スタンダード,明治機械株式会社,財務比率,0,0,
S100YJ53,報酬,スタンダード,明治機械株式会社,非財務指標,0,0,
S100YJ53,報酬,スタンダード,明治機械株式会社,株価関連指標,0,0,
S100YJ53,方針,スタンダード,明治機械株式会社,会計数字,0,0,"ESG,SDGs,脱炭素/温室効果ガス"
S100YJ53,方針,スタンダード,明治機械株式会社,財務比率,0,0,"ESG,SDGs,脱炭素/温室効果ガス"
S100YJ53,方針,スタンダード,明治機械株式会社,非財務指標,0,1,"ESG,SDGs,脱炭素/温室効果ガス"
S100YJ53,方針,スタンダード,明治機械株式会社,株価関連指標,0,0,"ESG,SDGs,脱炭素/温室効果ガス"
S100YEHQ,報酬,スタンダード,東京汽船株式会社,会計数字,0,0,
S100YEHQ,報酬,スタンダード,東京汽船株式会社,財務比率,0,0,
S100YEHQ,報酬,スタンダード,東京汽船株式会社,非財務指標,0,0,
S100YEHQ,報酬,スタンダード,東京汽船株式会社,株価関連指標,0,0,
S100YEHQ,方針,スタンダード,東京汽船株式会社,会計数字,1,1,"ROA,ROE,キャッシュフロー,営業利益率,売上高,当期純利益率"
S100YEHQ,方針,スタンダード,東京汽船株式会社,財務比率,1,1,"ROA,ROE,キャッシュフロー,営業利益率,売上高,当期純利益率"
S100YEHQ,方針,スタンダード,東京汽船株式会社,非財務指標,0,0,"ROA,ROE,キャッシュフロー,営業利益率,売上高,当期純利益率"
S100YEHQ,方針,スタンダード,東京汽船株式会社,株価関連指標,0,0,"ROA,ROE,キャッシュフロー,営業利益率,売上高,当期純利益率"
S100XRPQ,報酬,スタンダード,株式会社　ソルクシーズ,会計数字,0,0,
S100XRPQ,報酬,スタンダード,株式会社　ソルクシーズ,財務比率,0,0,
S100XRPQ,報酬,スタンダード,株式会社　ソルクシーズ,非財務指標,0,0,
S100XRPQ,報酬,スタンダード,株式会社　ソルクシーズ,株価関連指標,0,0,
S100XRPQ,方針,スタンダード,株式会社　ソルクシーズ,会計数字,0,1,"サステナビリティ,営業利益"
S100XRPQ,方針,スタンダード,株式会社　ソルクシーズ,財務比率,0,0,"サステナビリティ,営業利益"
S100XRPQ,方針,スタンダード,株式会社　ソルクシーズ,非財務指標,0,1,"サステナビリティ,営業利益"
S100XRPQ,方針,スタンダード,株式会社　ソルクシーズ,株価関連指標,0,0,"サステナビリティ,営業利益"
S100WS5Q,報酬,スタンダード,株式会社　ＴＨＥグローバル社,会計数字,0,0,
S100WS5Q,報酬,スタンダード,株式会社　ＴＨＥグローバル社,財務比率,0,0,
S100WS5Q,報酬,スタンダード,株式会社　ＴＨＥグローバル社,非財務指標,0,0,
S100WS5Q,報酬,スタンダード,株式会社　ＴＨＥグローバル社,株価関連指標,0,0,
S100WS5Q,方針,スタンダード,株式会社　ＴＨＥグローバル社,会計数字,0,0,"D/Eレシオ,ESG外部評価,自己資本比率"
S100WS5Q,方針,スタンダード,株式会社　ＴＨＥグローバル社,財務比率,1,1,"D/Eレシオ,ESG外部評価,自己資本比率"
S100WS5Q,方針,スタンダード,株式会社　ＴＨＥグローバル社,非財務指標,1,1,"D/Eレシオ,ESG外部評価,自己資本比率"
S100WS5Q,方針,スタンダード,株式会社　ＴＨＥグローバル社,株価関連指標,0,0,"D/Eレシオ,ESG外部評価,自己資本比率"
S100YIQV,報酬,スタンダード,株式会社アズパートナーズ,会計数字,0,0,
S100YIQV,報酬,スタンダード,株式会社アズパートナーズ,財務比率,0,0,
S100YIQV,報酬,スタンダード,株式会社アズパートナーズ,非財務指標,0,0,
S100YIQV,報酬,スタンダード,株式会社アズパートナーズ,株価関連指標,0,0,
S100YIQV,方針,スタンダード,株式会社アズパートナーズ,会計数字,1,1,"営業利益,自己資本比率"
S100YIQV,方針,スタンダード,株式会社アズパートナーズ,財務比率,0,1,"営業利益,自己資本比率"
S100YIQV,方針,スタンダード,株式会社アズパートナーズ,非財務指標,0,0,"営業利益,自己資本比率"
S100YIQV,方針,スタンダード,株式会社アズパートナーズ,株価関連指標,0,0,"営業利益,自己資本比率"
S100WW7U,報酬,スタンダード,株式会社アルチザネットワークス,会計数字,0,0,
S100WW7U,報酬,スタンダード,株式会社アルチザネットワークス,財務比率,0,0,
S100WW7U,報酬,スタンダード,株式会社アルチザネットワークス,非財務指標,0,0,
S100WW7U,報酬,スタンダード,株式会社アルチザネットワークス,株価関連指標,0,0,
S100WW7U,方針,スタンダード,株式会社アルチザネットワークス,会計数字,1,1,"キャッシュフロー,利益率"
S100WW7U,方針,スタンダード,株式会社アルチザネットワークス,財務比率,1,1,"キャッシュフロー,利益率"
S100WW7U,方針,スタンダード,株式会社アルチザネットワークス,非財務指標,0,0,"キャッシュフロー,利益率"
S100WW7U,方針,スタンダード,株式会社アルチザネットワークス,株価関連指標,0,0,"キャッシュフロー,利益率"
S100YCPU,報酬,スタンダード,株式会社エヌ・シー・エヌ,会計数字,0,0,
S100YCPU,報酬,スタンダード,株式会社エヌ・シー・エヌ,財務比率,0,0,
S100YCPU,報酬,スタンダード,株式会社エヌ・シー・エヌ,非財務指標,0,0,
S100YCPU,報酬,スタンダード,株式会社エヌ・シー・エヌ,株価関連指標,0,0,
S100YCPU,方針,スタンダード,株式会社エヌ・シー・エヌ,会計数字,1,1,"ROE,営業利益,営業利益率"
S100YCPU,方針,スタンダード,株式会社エヌ・シー・エヌ,財務比率,1,1,"ROE,営業利益,営業利益率"
S100YCPU,方針,スタンダード,株式会社エヌ・シー・エヌ,非財務指標,0,0,"ROE,営業利益,営業利益率"
S100YCPU,方針,スタンダード,株式会社エヌ・シー・エヌ,株価関連指標,0,0,"ROE,営業利益,営業利益率"
S100YLMI,報酬,スタンダード,株式会社エフティグループ,会計数字,0,0,
S100YLMI,報酬,スタンダード,株式会社エフティグループ,財務比率,0,0,
S100YLMI,報酬,スタンダード,株式会社エフティグループ,非財務指標,0,0,
S100YLMI,報酬,スタンダード,株式会社エフティグループ,株価関連指標,0,0,
S100YLMI,方針,スタンダード,株式会社エフティグループ,会計数字,1,1,"営業利益,売上収益"
S100YLMI,方針,スタンダード,株式会社エフティグループ,財務比率,0,0,"営業利益,売上収益"
S100YLMI,方針,スタンダード,株式会社エフティグループ,非財務指標,0,0,"営業利益,売上収益"
S100YLMI,方針,スタンダード,株式会社エフティグループ,株価関連指標,0,0,"営業利益,売上収益"
S100XCQ3,報酬,スタンダード,株式会社エリッツホールディングス,会計数字,0,0,
S100XCQ3,報酬,スタンダード,株式会社エリッツホールディングス,財務比率,0,0,
S100XCQ3,報酬,スタンダード,株式会社エリッツホールディングス,非財務指標,0,0,
S100XCQ3,報酬,スタンダード,株式会社エリッツホールディングス,株価関連指標,0,0,
S100XCQ3,方針,スタンダード,株式会社エリッツホールディングス,会計数字,1,1,"ROA,自己資本比率,資産合計"
S100XCQ3,方針,スタンダード,株式会社エリッツホールディングス,財務比率,1,1,"ROA,自己資本比率,資産合計"
S100XCQ3,方針,スタンダード,株式会社エリッツホールディングス,非財務指標,1,0,"ROA,自己資本比率,資産合計"
S100XCQ3,方針,スタンダード,株式会社エリッツホールディングス,株価関連指標,0,0,"ROA,自己資本比率,資産合計"
S100YKIK,報酬,スタンダード,株式会社オープンドア,会計数字,0,0,
S100YKIK,報酬,スタンダード,株式会社オープンドア,財務比率,0,0,
S100YKIK,報酬,スタンダード,株式会社オープンドア,非財務指標,0,0,
S100YKIK,報酬,スタンダード,株式会社オープンドア,株価関連指標,0,0,
S100YKIK,方針,スタンダード,株式会社オープンドア,会計数字,1,1,"営業利益,売上高"
S100YKIK,方針,スタンダード,株式会社オープンドア,財務比率,0,0,"営業利益,売上高"
S100YKIK,方針,スタンダード,株式会社オープンドア,非財務指標,0,0,"営業利益,売上高"
S100YKIK,方針,スタンダード,株式会社オープンドア,株価関連指標,0,0,"営業利益,売上高"
S100Y86A,報酬,スタンダード,株式会社ガーラ,会計数字,0,0,
S100Y86A,報酬,スタンダード,株式会社ガーラ,財務比率,0,0,
S100Y86A,報酬,スタンダード,株式会社ガーラ,非財務指標,0,0,
S100Y86A,報酬,スタンダード,株式会社ガーラ,株価関連指標,0,0,
S100Y86A,方針,スタンダード,株式会社ガーラ,会計数字,1,1,"キャッシュフロー,営業利益,売上高"
S100Y86A,方針,スタンダード,株式会社ガーラ,財務比率,0,0,"キャッシュフロー,営業利益,売上高"
S100Y86A,方針,スタンダード,株式会社ガーラ,非財務指標,0,0,"キャッシュフロー,営業利益,売上高"
S100Y86A,方針,スタンダード,株式会社ガーラ,株価関連指標,0,0,"キャッシュフロー,営業利益,売上高"
S100WWNJ,報酬,スタンダード,株式会社クロスフォー,会計数字,0,0,
S100WWNJ,報酬,スタンダード,株式会社クロスフォー,財務比率,0,0,
S100WWNJ,報酬,スタンダード,株式会社クロスフォー,非財務指標,0,0,
S100WWNJ,報酬,スタンダード,株式会社クロスフォー,株価関連指標,0,0,
S100WWNJ,方針,スタンダード,株式会社クロスフォー,会計数字,1,1,"エンゲージメント,キャッシュフロー,サステナビリティ,利益率,営業利益率"
S100WWNJ,方針,スタンダード,株式会社クロスフォー,財務比率,1,1,"エンゲージメント,キャッシュフロー,サステナビリティ,利益率,営業利益率"
S100WWNJ,方針,スタンダード,株式会社クロスフォー,非財務指標,0,1,"エンゲージメント,キャッシュフロー,サステナビリティ,利益率,営業利益率"
S100WWNJ,方針,スタンダード,株式会社クロスフォー,株価関連指標,0,0,"エンゲージメント,キャッシュフロー,サステナビリティ,利益率,営業利益率"
S100XHNL,報酬,スタンダード,株式会社ケア２１,会計数字,0,0,
S100XHNL,報酬,スタンダード,株式会社ケア２１,財務比率,0,0,
S100XHNL,報酬,スタンダード,株式会社ケア２１,非財務指標,0,0,
S100XHNL,報酬,スタンダード,株式会社ケア２１,株価関連指標,0,0,
S100XHNL,方針,スタンダード,株式会社ケア２１,会計数字,1,1,"ROE,利益率,売上高,経常利益率"
S100XHNL,方針,スタンダード,株式会社ケア２１,財務比率,1,1,"ROE,利益率,売上高,経常利益率"
S100XHNL,方針,スタンダード,株式会社ケア２１,非財務指標,0,0,"ROE,利益率,売上高,経常利益率"
S100XHNL,方針,スタンダード,株式会社ケア２１,株価関連指標,0,0,"ROE,利益率,売上高,経常利益率"
S100YFK9,報酬,スタンダード,株式会社ゲームカードホールディングス,会計数字,0,0,
S100YFK9,報酬,スタンダード,株式会社ゲームカードホールディングス,財務比率,0,0,
S100YFK9,報酬,スタンダード,株式会社ゲームカードホールディングス,非財務指標,0,0,
S100YFK9,報酬,スタンダード,株式会社ゲームカードホールディングス,株価関連指標,0,0,
S100YFK9,方針,スタンダード,株式会社ゲームカードホールディングス,会計数字,0,0,"ROA,ROE,サステナビリティ"
S100YFK9,方針,スタンダード,株式会社ゲームカードホールディングス,財務比率,1,1,"ROA,ROE,サステナビリティ"
S100YFK9,方針,スタンダード,株式会社ゲームカードホールディングス,非財務指標,0,1,"ROA,ROE,サステナビリティ"
S100YFK9,方針,スタンダード,株式会社ゲームカードホールディングス,株価関連指標,0,0,"ROA,ROE,サステナビリティ"
S100WM8L,報酬,スタンダード,株式会社シーラホールディングス,会計数字,0,0,
S100WM8L,報酬,スタンダード,株式会社シーラホールディングス,財務比率,0,0,
S100WM8L,報酬,スタンダード,株式会社シーラホールディングス,非財務指標,0,0,
S100WM8L,報酬,スタンダード,株式会社シーラホールディングス,株価関連指標,0,0,
S100WM8L,方針,スタンダード,株式会社シーラホールディングス,会計数字,1,1,"DOE,ROA,ROE,キャッシュフロー"
S100WM8L,方針,スタンダード,株式会社シーラホールディングス,財務比率,1,1,"DOE,ROA,ROE,キャッシュフロー"
S100WM8L,方針,スタンダード,株式会社シーラホールディングス,非財務指標,0,0,"DOE,ROA,ROE,キャッシュフロー"
S100WM8L,方針,スタンダード,株式会社シーラホールディングス,株価関連指標,1,1,"DOE,ROA,ROE,キャッシュフロー"
S100WRL1,報酬,スタンダード,株式会社ジェイテックコーポレーション,会計数字,0,0,
S100WRL1,報酬,スタンダード,株式会社ジェイテックコーポレーション,財務比率,0,0,
S100WRL1,報酬,スタンダード,株式会社ジェイテックコーポレーション,非財務指標,0,0,
S100WRL1,報酬,スタンダード,株式会社ジェイテックコーポレーション,株価関連指標,0,0,
S100WRL1,方針,スタンダード,株式会社ジェイテックコーポレーション,会計数字,0,1,"サステナビリティ,売上高"
S100WRL1,方針,スタンダード,株式会社ジェイテックコーポレーション,財務比率,0,0,"サステナビリティ,売上高"
